corpus,sample_bucket_primary,doc_id,chunk_id,sentence_text,a_raw_text,a_class,d_surface,d_class,i_phrase_text,c_texts,b_text,o_local_present,o_local_text,statement_type_candidate,iad_rule_type_primary,iad_rule_type_hits,iad_rule_type_n_hits,iad_boundary,iad_position,iad_choice,iad_information,iad_scope,iad_aggregation,iad_payoff,manual_keep_as_rule,manual_primary_rule_type,manual_secondary_rule_types,manual_agrees_with_model,manual_confidence,manual_notes,manual_reviewer
Education-relevant,boundary,b19b6eba36e16b27,b19b6eba36e16b27_00003,"c. Failure to provide any notice to a candidate or an employee in violation of paragraphs 1, 2 or 3 of subdivision b of section 20-871 shall constitute a separate violation.",,implicit,shall,obligation,constitute a separate violation,,,True,A proceeding to recover any civil penalty authorized by this subchapter is returnable to any tribunal established within the office of administrative trials and hearings or within any agency of the city designated to conduct such proceedings.,rule_candidate,boundary,boundary|choice|payoff|position,4,1,1,1,0,0,0,1,,,,,,,
Education-relevant,boundary,16996fe3ed16caf4,16996fe3ed16caf4_00045,"in the stipulated timeframe by the Applicant or their delegate, the Authority may revoke, cancel or suspend the Official Recognition and take any other remedies allowed for in the Act in relation to the responsible party.",the Authority,explicit,may,permission,revoke|cancel|suspend the Official Recognition|take any other remedies allowed for in the Act in relation to the responsible party,in the stipulated timeframe by the Applicant or their delegate,,True,"Should the Authority be of the view that the change in circumstances warrants the immediate revocation, cancellation or suspension of the Official Recognition or the carrying out of any other remedial action within the powers afforded to it by law, it shall inform the Applicant, and the Assessor and act accordingly.",rule_candidate,boundary,boundary|choice|information|position,4,1,1,1,1,0,0,0,,,,,,,
Education-relevant,boundary,8e76593e79b7152c,8e76593e79b7152c_00068,Qualified electronic atte stations of attr ibutes shall not be subject to any mandat or y requirement in addition to the requirements laid do wn in Annex V .,Qualified electronic atte stations of attr ibutes,explicit,shall,prohibition,be,subject to any mandat or y requirement in addition to the requirements laid do wn in Annex V .|in addition to the requirements laid do wn in Annex V,,True,"4. Where a qualified electronic atte station of attr ibutes has been revok ed af te r initial issuance, it shall lose its validity from the moment of its revocation and its status shall not in any circumstances be rever te d. 5.",rule_candidate,boundary,boundary|choice,2,1,0,1,0,0,0,0,,,,,,,
Education-relevant,boundary,3a74f7ba3631f915,3a74f7ba3631f915_00014,"Such accreditation may be deferred, at the request of the interested party, for a maximum period of one hundred and eighty (180) days after the end of the aforementioned exceptional circumstance, as established by the implementing authority, within the following thirty (30) business days.",Such accreditation,explicit,may,permission,deferred,for a maximum period of one hundred and eighty ( 180 ) days after the end of the aforementioned exceptional circumstance|within the following thirty ( 30 ) business days,,True,"Failure to comply with the deferred accreditation in the forms, terms and conditions established for this purpose by the implementing authority will result in the revocation of the registration in the registry and the consequent return of the promotional benefits enjoyed under it.",rule_candidate,boundary,boundary|choice|position|scope,4,1,1,1,0,1,0,0,,,,,,,
Education-relevant,boundary,24e98e84927e2589,24e98e84927e2589_00051,"Since decisions based on AI systems are often not explainable, provisions must be made to ensure the transparency of these decisions under the rule of law.","not explainable , provisions",explicit,must,obligation,made,,AI systems,True,"An example of an automated decision could be issuing a speeding fine based solely on photographs of the license plate and the person behind the wheel, automatically coupled with data from the vehicle register and a facial recognition tool.",rule_candidate,boundary,boundary|choice|information|payoff,4,1,0,1,1,0,0,1,,,,,,,
Education-relevant,position,b03073832e558af6,b03073832e558af6_00034,"● AI-enhanced products and services may not be transparent in disclosing how and why they collect student data or PII, and educators, students, or parents may not be provided an affirmative option to opt out of data collection.",● AI - enhanced products and services,explicit,may,prohibition,be|provided an affirmative option to opt out of data collection,,data,True,● AI-enhanced products could result in students under the age of 13 accessing inappropriate or harmful content.,rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-relevant,position,54c82c137a86cdab,54c82c137a86cdab_00024,"A fragmented landscape is not only frustrating for researchers who must navigate different governance regimes, but may also lead to inconsistent governance decisions being taken.",who,explicit,must,obligation,navigate different governance regimes,,,True,"A fragmented landscape is not only frustrating for researchers who must navigate different governance regimes, but may also lead to inconsistent governance decisions being taken.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-relevant,position,4aee1e37a9ee80b6,4aee1e37a9ee80b6_00019,"In the event that modifications to the project are required, the Beneficiary Legal Entity must request in writing from the IE the authorization of the Board of Directors for any modification to the approved project in accordance with Annex B, and retain documentary evidence of the requested authorization and its resolution.",the Beneficiary Legal Entity,explicit,must,obligation,request|retain documentary evidence of the requested authorization and its resolution,"in accordance with Annex B, and retain documentary evidence of the requested authorization and its resolution.|In the event that modifications to the project are required|in writing from the IE the authorization of the Board of Directors for any modification to the approved project in accordance with Annex B",,True,"In case of non-compliance, the provisions of Rule 17 shall apply.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-relevant,position,b03073832e558af6,b03073832e558af6_00043,"Likewise, GenAI-based tutoring models that require high bandwidth access to a Large Language Model (LLM) may generate high per-student costs, which can result in unaffordable pricing for most students.",GenAI - based tutoring models that require high bandwidth access to a Large Language Model ( LLM ),explicit,may,permission,"generate high per - student costs , which can result in unaffordable pricing for most students",,models,True,"Likewise, GenAI-based tutoring models that require high bandwidth access to a Large Language Model (LLM) may generate high per-student costs, which can result in unaffordable pricing for most students.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-relevant,position,2917c92e35cef4cb,2917c92e35cef4cb_00035,"35/180 Algorithmic decision-making will inevitably increase over time; the aim should be to ensure that this happens in a way that acts to challenge bias, increase fairness and promote equality, rather than entrenching existing problems.",the aim,explicit,should,obligation,be,,,True,"Case study: Exam results in August 2020 Due to COVID-19, governments across the UK decided to cancel school examinations in summer 2020, and find an alternative approach to awarding grades.",rule_candidate,position,choice|position|scope,3,0,1,1,0,1,0,0,,,,,,,
Education-relevant,position,e3ecaabddf6e321f,e3ecaabddf6e321f_00124,The Commission or ENISA shall propose joint activities f or chec king compliance with this Regulation to be conducted b y marke t sur veillance author ities based on indications or inf or mation of potential non-comp liance across several Member Stat es of products with digital elements that f all within the scope of this Regulation with the requirements laid down in this Regulation.,The Commission or ENISA,explicit,shall,obligation,propose joint activities,with this Regulation,,True,"The marke t sur veillance author ities and, where applicable, the Commission, shall ensure that the agreement to car r y out joint activities does not lead to unfair competition between economic operators and does not nega tively affect the objectivity , independence and imp ar tiality of the par ties to the agreement.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-relevant,position,7aa5a1124a71c7df,7aa5a1124a71c7df_00083,"While the Commission has not identified a compelling case for HRIAs being compulsory for non-government bodies that engage in AI-informed decision making, that question should be considered further if necessary.",that question,explicit,should,obligation,considered,While the Commission has not identified a compelling case for HRIAs being compulsory for non - government bodies that engage in AI - informed decision making|if necessary,,True,"Thus, it is important that accountability not be diminished or lost when this results in those non-government bodies engaging in AI-informed decision making on behalf of the Australian Government.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-relevant,position,bba630444b3278e8,bba630444b3278e8_00051,"However , this r ule should not result in reducing the necessar y level of assurance f or cr itical products with digital elements covered by a regulation of the European Pa rliament and of the Council on hor izontal cybersecur ity requirements f or products with digital elements.",this r ule,explicit,should,prohibition,result,in reducing the necessar y level of assurance f or cr itical products with digital elements covered by a regulation of the European Pa rliament and of the Council on hor izontal cybersecur ity requirements f or products with digital elements,,True,"However , this r ule should not result in reducing the necessar y level of assurance f or cr itical products with digital elements covered by a regulation of the European Pa rliament and of the Council on hor izontal cybersecur ity requirements f or products with digital elements.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,,,,,,,
Education-relevant,choice,022c930c18687f91,022c930c18687f91_00055,"First, processing of personal data must be ‘fair’.",processing of personal data,explicit,must,obligation,be,,personal data,True,"Any processing of personal data using AI that leads to unjust discrimination between people, will violate the fairness principle.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-relevant,choice,117a02206efad0e4,117a02206efad0e4_00018,A breach of Road Rule 297 should be considered when on-road observations show: ,A breach of Road Rule 297,explicit,should,obligation,considered,,,True,no specific traffic offence (or a more serious offence) applies.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-relevant,choice,a9181b3f5157c391,a9181b3f5157c391_00124,This reduction in deadlines cannot lead to a reduction in the quality of the work carried out.,This reduction in deadlines,explicit,can,prohibition,lead,,,True,This reduction in deadlines cannot lead to a reduction in the quality of the work carried out.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-relevant,choice,47a8744db52cc8d7,47a8744db52cc8d7_00050,"If you have engaged another organisation to provide the system, you should check that system is suitable for the groups and individuals you plan to use it for.",you,explicit,should,obligation,check,If you have engaged another organisation to provide the system,system,True,"If the system you use results in processing which causes bias or discrimination, you will infringe the UK GDPR principle of fairness.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-relevant,choice,588eeaf909e70f10,588eeaf909e70f10_00004,"This, in a context that also recognizes that the digitalization of processes within a company results in an increase in benefits, and the increasing use of online banking, unequivocally constitutes an opportunity that must be taken advantage of in the present decade.",that,explicit,must,obligation,taken advantage of,in the present decade,,True,"This, in a context that also recognizes that the digitalization of processes within a company results in an increase in benefits, and the increasing use of online banking, unequivocally constitutes an opportunity that must be taken advantage of in the present decade.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-relevant,choice,d5e8cb39bff0b470,d5e8cb39bff0b470_00044,"From a resource utilisation standpoint, the solution may be to hire external expertise in those cases where a “deep” control is required of an AI-based system.",the solution,explicit,may,permission,be,,system,True,"It is important that the DPA has both the knowledge and the resources required to discover breaches of the regulations, so as to avoid algorithms that reinforce social differences or lead to arbitrary discrimination, as well as the unlawful re-use of data.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-relevant,choice,b25905e13cb4aa64,b25905e13cb4aa64_00032,Gambling should be regarded as a leisure and entertainment activity.,Gambling,explicit,should,obligation,regarded,,,True,"When the player does not respect these values, gambling can generate detrimental effects that could result in an overall deterioration of social and familial relationships.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-relevant,choice,7aa5a1124a71c7df,7aa5a1124a71c7df_00169,"In other words, a successful conciliation can result in practical changes at the organisation that was subject to the complaint, but not at other companies in the same sector where similar problems may also exist.",a successful conciliation,explicit,can,permission,result,"subject to the complaint, but not at other companies in the same sector where similar problems may also exist.|In other words ,|in practical changes at the organisation that was subject to the complaint",,True,"In other words, a successful conciliation can result in practical changes at the organisation that was subject to the complaint, but not at other companies in the same sector where similar problems may also exist.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,,,,,,,
Education-relevant,information,a284663011ff49f4,a284663011ff49f4_00010,"Instead, trade-offs must be made.",trade - offs,explicit,must,obligation,made,,,True,"Some examples include: • Increasing performance, such as the recognition performance of deep learning on image data, may come at the expense of traceability; • Increasing transparency (for example, by revealing all hyper-parame- ters of a model) may lead to new attack vectors related to IT security.",rule_candidate,information,choice|information,2,0,0,1,1,0,0,0,,,,,,,
Education-relevant,information,b900036fbecb449e,b900036fbecb449e_00011,"Evaluate the system to detect risks of unfair biases during the development process The system should be evaluated for unfair biases several times during the development process to allow time for mitigation, as well as being assessed after it has been deployed but before being used as the production system.",The system,explicit,should,obligation,evaluated,after it has been deployed but|for unfair biases|during the development process,system,True,"If any gaps remain that may result in harm to users, the system should not be released until the harm is mitigated or the gap is closed.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Education-relevant,information,14ad78141c72ae5d,14ad78141c72ae5d_00356,"(2) M ATTERS INCLUDED .—The assessment under paragraph (1) shall include— (A) an identification and origin of any finished drugs, as identified by the Secretary of Defense, and the essential components of such drugs, including raw materials, chem- ical components, and active pharmaceutical ingredients that are necessary for the manufacture of such drugs, whose supply is at risk of disruption during a time of war or national emergency; H. R. 6395—306 (B) an identification of shortages of finished drugs, biological products, vaccines, and critical medical supplies essential for combat readiness and the protection of the health of the Armed Forces (including with respect to any challenges or issues with the joint deployment formulary), as identified by the Secretary of Defense; (C) an identification of the defense and geopolitical contingencies that are sufficiently likely to arise that may lead to the discontinuance, interruption or meaningful disruption in the supply of a drug, biological",,implicit,shall,obligation,include an identification and origin of any finished drugs,,assessment,True,"(2) M ATTERS INCLUDED .—The assessment under paragraph (1) shall include— (A) an identification and origin of any finished drugs, as identified by the Secretary of Defense, and the essential components of such drugs, including raw materials, chem- ical components, and active pharmaceutical ingredients that are necessary for the manufacture of such drugs, whose supply is at risk of disruption during a time of war or national emergency; H. R. 6395—306 (B) an identification of shortages of finished drugs, biological products, vaccines, and critical medical supplies essential for combat readiness and the protection of the health of the Armed Forces (including with respect to any challenges or issues with the joint deployment formulary), as identified by the Secretary of Defense; (C) an identification of the defense and geopolitical contingencies that are sufficiently likely to arise that may lead to the discontinuance, interruption or meaningful disruption in the supply of a drug, biological",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Education-relevant,information,24e98e84927e2589,24e98e84927e2589_00050,"If the data subject so requests, the private data controller must give him or her the opportunity to express his or her point of view.",the private data controller,explicit,must,obligation,give him or,"If the data subject so requests ,",data,True,"In addition, data controllers will have to carry out an impact assessment when the intended processing of personal data is likely to result in a high risk to the personality or fundamental rights of the data subject (Art. 20).",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Education-relevant,information,743ae788a2fb1c06,743ae788a2fb1c06_00048," Understanding the results in the national and sectoral context;  Assessment score; After filling in the answers, the user requests the Assessment Report, which can be printed or archived in PDF format.",which,explicit,can,permission,printed|archived,,Assessment,True," Understanding the results in the national and sectoral context;  Assessment score; After filling in the answers, the user requests the Assessment Report, which can be printed or archived in PDF format.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Education-relevant,information,7aa5a1124a71c7df,7aa5a1124a71c7df_00123,"In assessing the need for reform, it would be useful to consider such measures as: • ‘preprocessing methods’, referring to strategies to address problems in the training data that can result in algorithmic bias609 • ‘in-processing’ techniques, involving modifying the learning algorithm • ‘post-processing’ methods, involving auditing algorithmic outcomes to identify and resolve discrimination patterns.610 Box 8: Technical Paper: Addressing the problem of algorithmic bias In November 2020, the Commission published a Technical Paper, Using artificial intelligence to make decisions: Addressing the problem of algorithmic bias.611 The Paper was the product of a partnership between the Commission, Gradient Institute, Consumer Policy Research Centre (CPRC), CHOICE and CSIRO’s Data61.",that,explicit,can,permission,result,in algorithmic bias609,training data,True,"In assessing the need for reform, it would be useful to consider such measures as: • ‘preprocessing methods’, referring to strategies to address problems in the training data that can result in algorithmic bias609 • ‘in-processing’ techniques, involving modifying the learning algorithm • ‘post-processing’ methods, involving auditing algorithmic outcomes to identify and resolve discrimination patterns.610 Box 8: Technical Paper: Addressing the problem of algorithmic bias In November 2020, the Commission published a Technical Paper, Using artificial intelligence to make decisions: Addressing the problem of algorithmic bias.611 The Paper was the product of a partnership between the Commission, Gradient Institute, Consumer Policy Research Centre (CPRC), CHOICE and CSIRO’s Data61.",rule_candidate,information,choice|information|position|scope,4,0,1,1,1,1,0,0,,,,,,,
Education-relevant,information,7567221d772296c7,7567221d772296c7_00028,"Commission's capacities Author (INDAUTOR) in matters of protection of copyright, patents and trademarks in the context of the development, use, application and commercialization of AI-based technologies; and Personal Data Held by Individuals, the General Data Protection Law Electoral (INE), through the creation of a regulatory framework that defines the limits and conditions under which AI-based tools can be used in political campaigns, electoral propaganda and dissemination of information related to elections;  Implement “regulatory sandboxes ” or controlled testing spaces, where regulators meet to guide companies in the safe launch of their innovations to the market, in order to identify potential risks that may or may not lead to a possible specific intervention (De La Peña et al., 2024);  Strengthen the capacities and regulatory framework of the National Institute for Transparency,","Commission 's capacities Author ( INDAUTOR ) in matters of protection of copyright , patents and trademarks in the context of the development , use , application and commercialization of AI - based technologies ; and Personal Data Held by Individuals , the General Data Protection Law Electoral ( INE ) , through the creation of a regulatory framework that defines the limits and conditions under",explicit,can,permission,used,in political campaigns,Personal Data,True,"Commission's capacities Author (INDAUTOR) in matters of protection of copyright, patents and trademarks in the context of the development, use, application and commercialization of AI-based technologies; and Personal Data Held by Individuals, the General Data Protection Law Electoral (INE), through the creation of a regulatory framework that defines the limits and conditions under which AI-based tools can be used in political campaigns, electoral propaganda and dissemination of information related to elections;  Implement “regulatory sandboxes ” or controlled testing spaces, where regulators meet to guide companies in the safe launch of their innovations to the market, in order to identify potential risks that may or may not lead to a possible specific intervention (De La Peña et al., 2024);  Strengthen the capacities and regulatory framework of the National Institute for Transparency,",rule_candidate,information,choice|information|position|scope,4,0,1,1,1,1,0,0,,,,,,,
Education-relevant,information,bd84e63f5b622b73,bd84e63f5b622b73_00096,"If the controller has not already communicated the personal data breach to the data subject, the super visor y author ity , ha ving considered the lik elihood of the personal data breach resulting in a high r isk, ma y require it to do so or ma y decide that any of the conditions ref er red to in paragraph 3 are met.","the super visor y author ity , ha ving",explicit,require,obligation,considered the lik elihood of the personal data breach resulting in a high r isk|do,"If the controller has not already communicated the personal data breach to the data subject ,",personal data,True,"Where a type of processing in par ticular using new tec hnologies, and taking into account the nature, scope, conte xt and pur poses of the processing, is lik ely to result in a high r isk to the r ights and freedoms of natural persons, the controller shall, pr ior to the processing, car r y out an assessment of the im pact of the en visaged processing operations on the protection of personal data.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,,,,,,,
Education-relevant,aggregation,bd84e63f5b622b73,bd84e63f5b622b73_00098,"Where necessar y , the controller shall car r y out a review to assess if processing is performe d in accordance with the data protect ion impact assessment at least when there is a c hange of the r isk represente d by processing operations.",the controller,explicit,shall,obligation,r,in accordance with the data protect ion impact assessment at least when there is a c hange of the r isk represente d by processing operations.,data,True,The controller shall consult the super visor y author ity pr ior to processing where a data prot ection im pact assessment under Ar ticle 35 indicate s that the processing w ould result in a high r isk in the absence of measures tak en by the controller to mitig ate the r isk.,rule_candidate,aggregation,aggregation|choice|information|position,4,0,1,1,1,0,1,0,,,,,,,
Education-relevant,aggregation,71b6a93c33601b2c,71b6a93c33601b2c_00013,"Upon receipt of all information reasonably necessary and requested by the insurer, the insurer shall approve, modify, or deny the request for authorization within the timeframes specified in paragraph (1) or (2), whichever applies.",the insurer,explicit,shall,obligation,"approve|modify|deny the request for authorization within the timeframes specified in paragraph ( 1 ) or ( 2 ) , whichever applies",Upon receipt of all information reasonably necessary and requested by the insurer,,True,"(6) If the commissioner determines that an insurer has failed to meet any of the timeframes in this section, or has failed to meet any other requirement of this section, the commissioner may assess, by order, administrative penalties for each failure.",rule_candidate,aggregation,aggregation|choice|information|payoff,4,0,0,1,1,0,1,1,,,,,,,
Education-relevant,aggregation,bc6de7f0a484cc64,bc6de7f0a484cc64_00013,2) Beneficiaries should note that any changes not approved by Malta Enterprise may result in disqualification or in the revocation of the approval and the recovery of any funds dis bursed.,Beneficiaries,explicit,should,obligation,note,,,True,2) Beneficiaries should note that any changes not approved by Malta Enterprise may result in disqualification or in the revocation of the approval and the recovery of any funds dis bursed.,rule_candidate,aggregation,aggregation|choice,2,0,0,1,0,0,1,0,,,,,,,
Education-relevant,aggregation,a796e2d0119e2b91,a796e2d0119e2b91_00048,"activities the requirements of good administration or legal protection must not be jeopardised (PeVL 35/2005 vp, p. 2/I).19 The obligation to consult does not result in regulatory needs.",activities the requirements of good administration or legal protection,explicit,must,prohibition,jeopardised|I).19 The obligation to consult does not result in regulatory needs,,,True,"activities the requirements of good administration or legal protection must not be jeopardised (PeVL 35/2005 vp, p. 2/I).19 The obligation to consult does not result in regulatory needs.",rule_candidate,aggregation,aggregation|choice,2,0,0,1,0,0,1,0,,,,,,,
Education-relevant,aggregation,816f979923541208,816f979923541208_01513,"(a) ANNUAL REPORT.—Not later than 1 year after the date of en- actment of this Act, and annually thereafter, the Attorney General, in consultation with the Secretary, Federal law enforcement agen- cies, the Director of National Intelligence, Federal functional regu- lators, and the heads of other appropriate Federal agencies, shall submit to the Secretary a report that contains statistics, metrics, and other information on the use of data derived from financial in- stitutions reporting under the Bank Secrecy Act (referred to in this subsection as the ‘‘reported data’’), including— (1) the frequency with which the reported data contains ac- tionable information that leads to— (A) further procedures by law","( a ) ANNUAL REPORT.—Not later than 1 year after the date of en- actment of this Act , and",explicit,shall,obligation,"submit a report that contains statistics , metrics , and other information on the use of data derived from financial in- stitutions reporting under the Bank Secrecy Act","in consultation with the Secretary , Federal law enforcement agen- cies , the Director of National Intelligence , Federal functional regu- lators , and the heads of other appropriate Federal agencies",data,True,"(a) ANNUAL REPORT.—Not later than 1 year after the date of en- actment of this Act, and annually thereafter, the Attorney General, in consultation with the Secretary, Federal law enforcement agen- cies, the Director of National Intelligence, Federal functional regu- lators, and the heads of other appropriate Federal agencies, shall submit to the Secretary a report that contains statistics, metrics, and other information on the use of data derived from financial in- stitutions reporting under the Bank Secrecy Act (referred to in this subsection as the ‘‘reported data’’), including— (1) the frequency with which the reported data contains ac- tionable information that leads to— (A) further procedures by law",rule_candidate,aggregation,aggregation|choice|information|position,4,0,1,1,1,0,1,0,,,,,,,
Education-relevant,aggregation,c48953e5af5e14af,c48953e5af5e14af_00007,"Generative AI also responds to the preferences of users, which may result in the adoption of dominant ideas and remove more diverse views, creating ‘echo chambers’ and reinforcing biases.",which,explicit,may,permission,result|remove more diverse views,in the adoption of dominant ideas,,True,"Generative AI also responds to the preferences of users, which may result in the adoption of dominant ideas and remove more diverse views, creating ‘echo chambers’ and reinforcing biases.",rule_candidate,aggregation,aggregation|choice|position,3,0,1,1,0,0,1,0,,,,,,,
Education-relevant,aggregation,816f979923541208,816f979923541208_02641,"Hong Kong Autonomy Act The Senate amendment contained provisions (secs. 1701, 1702, 1703, 1704, 1705, 1706, 1707, 1708, 1709, 1710, and 1711) that would require the Secretary of State, in consultation with the Sec- retary of the Treasury, to report to the Congress on any determina- tion that a foreign person is materially contributing, has materially contributed, or attempts to materially contribute to the failure of the Government of China to meet its obligations under the Joint Declaration or the Basic Law.",,implicit,require,obligation,report,,,True,"The provision would also impose sanctions on these foreign persons, and on foreign financial institu- tions that conduct significant transactions with them.",rule_candidate,aggregation,aggregation|choice|information|payoff|position,5,0,1,1,1,0,1,1,,,,,,,
Education-relevant,aggregation,71b6a93c33601b2c,71b6a93c33601b2c_00005,"Upon receipt of all information reasonably necessary and requested by the plan, the plan shall approve, modify, or deny the request for authorization within the timeframes specified in paragraph (1) or (2), whichever applies.",the plan,explicit,shall,obligation,"approve|modify|deny the request for authorization within the timeframes specified in paragraph ( 1 ) or ( 2 ) , whichever applies",Upon receipt of all information reasonably necessary and requested by the plan,,True,"(6) If the director determines that a health care service plan has failed to meet any of the timeframes in this section, or has failed to meet any other requirement of this section, the director may assess, by order, administrative penalties for each failure.",rule_candidate,aggregation,aggregation|choice|information|payoff|position,5,0,1,1,1,0,1,1,,,,,,,
Education-relevant,payoff,bba630444b3278e8,bba630444b3278e8_00064,"Without prejudice to Uni on cop yr ight law , comp liance with those obligations should take due account of the size of the provider and allow sim plif ied wa ys of compliance f or SMEs, including star t-ups, that should not represent an ex cessive cost and not discourage the use of suc h models.",comp liance with those obligations,explicit,should,obligation,take due account of the size of the provider|allow|represent an ex cessive cost|discourage the use of suc h models,Without prejudice to Uni on cop yr ight law,models,True,"In the case of a modifi cation or fine -tuning of a model,",rule_candidate,payoff,choice|payoff|position,3,0,1,1,0,0,0,1,,,,,,,
Education-relevant,payoff,1331c9176233b177,1331c9176233b177_00220,Liability of the keeper of an animal The keeper of an animal shall be liable for damage caused by the animal.”,Liability of the keeper of an animal,explicit,shall,obligation,be,,,True,Liability of the keeper of an animal The keeper of an animal shall be liable for damage caused by the animal.”,rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Education-relevant,payoff,d3155b628cc399fa,d3155b628cc399fa_00017,The liable parties should take necessary preventive actions as well as set risk assessment and mitigation strategy to minimize the harm due to the AI system.,The liable parties,explicit,should,obligation,take necessary preventive actions as well as|set risk assessment and mitigation strategy,,assessment,True,The liable parties should take necessary preventive actions as well as set risk assessment and mitigation strategy to minimize the harm due to the AI system.,rule_candidate,payoff,choice|information|payoff,3,0,0,1,1,0,0,1,,,,,,,
Education-relevant,payoff,71b6a93c33601b2c,71b6a93c33601b2c_00013,The administrative penalties shall not be deemed an exclusive remedy for the commissioner.,The administrative penalties,explicit,shall,prohibition,deemed,,,True,The administrative penalties shall not be deemed an exclusive remedy for the commissioner.,rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Education-relevant,payoff,45a9e0cb3a3133eb,45a9e0cb3a3133eb_00050,"On the other hand, Governance Model Study Group emphasizes that “an environment should be created in which a penalty is imposed that creates sufficient incentive for businesses to comply with regulations, taking into account the impact of the behavior on society and the extent of the risk.”",an environment,explicit,should,obligation,created,,Model,True,"On the other hand, Governance Model Study Group emphasizes that “an environment should be created in which a penalty is imposed that creates sufficient incentive for businesses to comply with regulations, taking into account the impact of the behavior on society and the extent of the risk.”",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,,,,,,,
Education-relevant,payoff,c8d0428b4171b204,c8d0428b4171b204_00006,The DMP should answer the following basic questions:  what methodology and standards will be used for data storage; and without the grantee being subject to any sanctions.,The DMP,explicit,should,obligation,answer the following basic questions :  what methodology and standards will be used for data storage,subject to any sanctions.|without the grantee being subject to any sanctions,data,True,The DMP should answer the following basic questions:  what methodology and standards will be used for data storage; and without the grantee being subject to any sanctions.,rule_candidate,payoff,choice|payoff|scope,3,0,0,1,0,1,0,1,,,,,,,
